-0.0644770677,-0.0127414433,0,0
0.526508384,-0.5682970074,0,0
0.5126437023,-0.5554764943,1,0
0.5005121026,-0.538382477,0,0
0.4849143275,-0.5298354683,0,0
0.4762488947,-0.4999209379,0,0
0.4571849374,-0.4785534163,0,0
0.4277224436,-0.4443653815,0,0
0.4034592004,-0.4101773468,0,0
0.3843952154,-0.3973568339,1,0
0.4883805002,-0.4571858946,0,0
0.4259893551,-0.3588952947,0,0
0.34106795,-0.2691517036,0,0
0.2908082751,-0.2862457211,1,0
0.2717442474,-0.1879551212,1,0
0.2336161702,-0.222143156,0,0
0.1850894846,-0.1110320432,0,0
0.1538937334,-0.1537670865,0,0
0.1452282435,-0.0127414433,0,0
0.0984345723,-0.0982115301,0,0
0.068971868,0.0257200956,0,0
0.0031139959,-0.0212884521,1,0
-0.0194163484,0.0983696695,0,0
-0.0610108571,0.0470876174,0,0
-0.095672974,0.1667457388,1,0
-0.11993647,0.0983696695,0,0
-0.1493993024,0.1240106954,0,0
-0.1441999777,0.2052072778,0,0
-0.1545986275,0.1581987302,0,0
-0.1597979533,0.1069166781,0,0
-0.1597979533,0.1411047128,0,0
-0.1580648446,0.1111901824,1,0
-0.1840614802,0.2393953125,1,0
-0.1857945898,0.1539252257,1,0
-0.1979263581,0.1710192431,1,1
-0.2048587985,0.243668817,1,1
-0.2100581294,0.1624722345,1,1
-0.2135243502,0.2094807821,1,1
-0.2135243502,0.2735833473,1,1
-0.2481865723,0.2052072778,1,1
-0.2585852436,0.2693098428,0,1
-0.2689839171,0.2223012952,1,1
-0.2949806102,0.3248653992,0,1
-0.331376003,0.2778568516,1,1
-0.3539064976,0.3889679644,1,1
-0.3903019331,0.3248653992,1,1
-0.4076331022,0.410335486,1,1
-0.4734915993,0.4317030077,1,1
-0.1909939187,0.1453782171,1,1
-0.1840614802,0.1752927474,0,1
-0.1927270284,0.1496517214,0,1
-0.1961932482,0.1752927474,1,1
-0.1944601382,0.2094807821,1,1
-0.1979263581,0.1667457388,0,1
